COLLEGE_ID,NAME,UNDERGRAD_POP,PCT_FED_LOAN,MEDIAN_GRAD_DEBT,SETTING
1054200.0,Empire Beauty School-Wyoming Valley,141.0,76.78%,$11526,Suburb
757307.0,Empire Beauty School-Warminster,28.0,70.0%,$10689,Suburb
817803.0,Empire Beauty School-Harrisburg,123.0,82.69%,$10666.5,Suburb
1054203.0,Empire Beauty School-Reading,119.0,81.46%,$11526,Suburb
2203900.0,Erie Institute of Technology Inc,295.0,34.99%,$12000,Suburb
3667300.0,Faith Theological Seminary,66.0,53.23%,PrivacySuppressed,Urban
972300.0,Aria Health School of Nursing,200.0,97.05%,$26205,Suburb
326500.0,Franklin and Marshall College,2269.0,43.64%,$22000,Urban
326600.0,Gannon University,2616.0,56.62%,$27000,Urban
326700.0,Geneva College,1330.0,84.05%,$24850,Suburb
326800.0,Gettysburg College,2411.0,55.35%,$23000,Urban
2079407.0,Empire Beauty School-NE Philadelphia,144.0,85.98%,$12241,Urban
405800.0,Gratz College,47.0,0.0%,PrivacySuppressed,Suburb
327000.0,Gwynedd Mercy University,1987.0,74.74%,$25000,Suburb
327200.0,Harcum College,1436.0,78.69%,$20645,Suburb
327300.0,Harrisburg Area Community College,15968.0,47.45%,$18228,Urban
327400.0,Haverford College,1291.0,19.87%,$13000,Suburb
2536600.0,Commonwealth Technical Institute,183.0,0.0%,PrivacySuppressed,Suburb
327500.0,Holy Family University,1904.0,67.33%,$26500,Urban
746900.0,Hussian College School of Art,52.0,84.0%,$27000,Urban
743600.0,Brightwood Career Institute-Pittsburgh,250.0,83.99%,$11667,Urban
327600.0,Immaculata University,1383.0,65.73%,$27000,Suburb
327700.0,Indiana University of Pennsylvania-Main Campus,9965.0,71.48%,$27000,Town
820000.0,Jameson Health System,46.0,68.75%,$15000,Town
2112200.0,Great Lakes Institute of Technology,396.0,63.7%,$11248,Suburb
2289700.0,Jolie Hair and Beauty Academy-Wilkes-Barre,169.0,33.06%,$7990,Urban
2114200.0,Johnson College,446.0,76.1%,$12000,Urban
327900.0,Juniata College,1371.0,63.07%,$27000,Town
328000.0,Keystone College,1274.0,72.27%,$27000,Suburb
328200.0,King's College,2065.0,74.16%,$27000,Urban
2544302.0,Butler Beauty Academy-Kittanning Beauty Academy,8.0,26.67%,$8000,Town
332200.0,Kutztown University of Pennsylvania,7443.0,73.3%,$26000,Town
398700.0,La Roche University,1312.0,58.11%,$25963.5,Suburb
328700.0,La Salle University,3708.0,68.76%,$27000,Urban
328300.0,Lackawanna College,1506.0,75.96%,$14750,Urban
328400.0,Lafayette College,2567.0,29.14%,$24788,Suburb
328500.0,Lancaster Bible College,1647.0,64.69%,$18625,Suburb
2212700.0,Lancaster School of Cosmetology & Therapeutic Bodywork,185.0,44.11%,$3493.5,Suburb
777900.0,Lansdale School of Business,163.0,75.33%,$10636,Suburb
2292700.0,Lansdale School of Cosmetology Inc,54.0,20.29%,PrivacySuppressed,Suburb
328800.0,Lebanon Valley College,1658.0,72.72%,$27000,Suburb
681000.0,Lehigh Carbon Community College,5588.0,32.01%,$11150,Suburb
2253900.0,Platt College-Berks Technical Institute,724.0,76.98%,$23583,Suburb
328900.0,Lehigh University,5057.0,40.12%,$23575,Urban
2118000.0,Levittown Beauty Academy,91.0,54.55%,$8028,Suburb
730308.0,Lincoln Technical Institute-Allentown,444.0,85.34%,$12902,Suburb
730305.0,Lincoln Technical Institute-Philadelphia,246.0,79.4%,$12902,Urban
329000.0,Lincoln University,1994.0,86.57%,$31000,Suburb
332300.0,Lock Haven University,3425.0,76.49%,$27000,Town
655100.0,St Margaret School of Nursing,92.0,59.15%,$12800,Suburb
681100.0,Luzerne County Community College,4758.0,31.65%,$10000,Suburb
329300.0,Lycoming College,1192.0,76.88%,$27000,Urban
329400.0,Manor College,602.0,80.45%,$17500,Suburb
332400.0,Mansfield University of Pennsylvania,1770.0,76.91%,$27000,Town
329600.0,Marywood University,1835.0,71.62%,$27000,Urban
489804.0,McCann School of Business & Technology,168.0,90.83%,$24549.5,Rural
856800.0,Vet Tech Institute,343.0,87.16%,$10796,Urban
1321400.0,Roxborough Memorial Hospital School of Nursing,142.0,83.12%,$18750,Urban
329700.0,Mercyhurst University,2448.0,64.73%,$26850,Urban
329800.0,Messiah College,2670.0,63.38%,$25000,Suburb
3109100.0,The Workforce Institute's City College,21.0,90.32%,$8313,Urban
332500.0,Millersville University of Pennsylvania,6613.0,64.09%,$24640,Suburb
324700.0,Misericordia University,2100.0,71.21%,$27000,Suburb
445200.0,Montgomery County Community College,8948.0,27.28%,$11000,Suburb
330000.0,Moore College of Art and Design,373.0,89.18%,$27000,Urban
330100.0,Moravian College,2007.0,74.19%,$27000,Urban
330200.0,Mount Aloysius College,1185.0,63.72%,$25000,Town
330400.0,Muhlenberg College,2329.0,50.54%,$26994.5,Urban
491001.0,Brightwood Career Institute-Philadelphia,421.0,82.4%,$9500,Urban
398800.0,Neumann University,1997.0,73.4%,$27000,Suburb
778000.0,New Castle School of Trades,763.0,34.92%,$9500,Rural
719100.0,Northampton County Area Community College,9203.0,27.77%,$13719,Suburb
656000.0,Ohio Valley Hospital School of Nursing,76.0,17.54%,PrivacySuppressed,Suburb
2183000.0,Orleans Technical College,289.0,46.69%,$7521,Urban
1099800.0,Pennsylvania Institute of Technology,447.0,97.36%,$11481,Suburb
332905.0,Pennsylvania State University-Penn State Erie-Behrend College,4283.0,63.17%,$26120,Suburb
332912.0,Pennsylvania State University-Penn State New Kensington,573.0,58.89%,$26120,Rural
332916.0,Pennsylvania State University-Penn State Shenango,345.0,61.26%,$26120,Suburb
332917.0,Pennsylvania State University-Penn State Wilkes-Barre,404.0,60.59%,$26120,Rural
332915.0,Pennsylvania State University-Penn State Scranton,1003.0,69.58%,$26120,Suburb
332902.0,Pennsylvania State University-Penn State Lehigh Valley,823.0,52.07%,$26120,Suburb
332903.0,Pennsylvania State University-Penn State Altoona,3451.0,63.79%,$26120,Urban
332904.0,Pennsylvania State University-Penn State Beaver,598.0,65.84%,$26120,Suburb
332906.0,Pennsylvania State University-Penn State Berks,2635.0,65.41%,$26120,Suburb
332920.0,Pennsylvania State University-Penn State Harrisburg,4223.0,54.57%,$26120,Suburb
332921.0,Pennsylvania State University-Penn State Brandywine,1366.0,55.98%,$26120,Suburb
332907.0,Pennsylvania State University-Penn State DuBois,497.0,62.66%,$26120,Town
332908.0,Pennsylvania State University-Penn State Fayette- Eberly,649.0,69.21%,$26120,Suburb
332909.0,Pennsylvania State University-Penn State Hazleton,699.0,67.44%,$26120,Suburb
332900.0,Pennsylvania State University-Main Campus,40553.0,44.66%,$26120,Urban
332910.0,Pennsylvania State University-Penn State Greater Allegheny,488.0,68.73%,$26120,Suburb
332911.0,Pennsylvania State University-Penn State Mont Alto,759.0,60.75%,$26120,Town
332913.0,Pennsylvania State University-Penn State Abington,3674.0,52.68%,$26120,Suburb
332914.0,Pennsylvania State University-Penn State Schuylkill,695.0,71.54%,$26120,Town
332918.0,Pennsylvania State University-Penn State York,899.0,47.26%,$26120,Suburb
330900.0,Peirce College,1381.0,75.79%,$33150,Urban
490200.0,Penn Commercial Business/Technical School,225.0,93.16%,$12000,Suburb
944900.0,Pennco Tech-Bristol,315.0,61.36%,$9500,Suburb
2107300.0,Pennsylvania Academy of the Fine Arts,188.0,51.83%,$27000,Urban
2330600.0,Pennsylvania Gunsmith School,79.0,34.86%,PrivacySuppressed,Suburb
3766300.0,Cortiva Institute-King of Prussia,172.0,90.0%,$6861,Suburb
2269900.0,Pennsylvania College of Art and Design,257.0,83.91%,$27000,Urban
337800.0,University of Pennsylvania,10660.0,15.02%,$12988,Urban
335400.0,Jefferson (Philadelphia University + Thomas Jefferson University),2669.0,69.53%,$27000,Urban
335000.0,The University of the Arts,1662.0,80.48%,$27000,Urban
335100.0,Cairn University-Langhorne,757.0,84.59%,$27000,Suburb
335300.0,University of the Sciences,1268.0,68.9%,$27000,Urban
324900.0,Community College of Philadelphia,16012.0,43.33%,$10750,Urban
337903.0,University of Pittsburgh-Bradford,1296.0,77.54%,$26899,Town
337904.0,University of Pittsburgh-Greensburg,1521.0,68.68%,$26899,Suburb
337902.0,University of Pittsburgh-Johnstown,2776.0,70.6%,$26899,Suburb
337900.0,University of Pittsburgh-Pittsburgh Campus,19134.0,50.59%,$26899,Urban
337901.0,University of Pittsburgh-Titusville,292.0,85.84%,$26899,Town
1191900.0,Beaver Falls Beauty Academy,36.0,61.11%,$8035,Suburb
531000.0,Pittsburgh Institute of Aeronautics,409.0,66.03%,$14498,Suburb
1081400.0,Pittsburgh Institute of Mortuary Science Inc,209.0,54.35%,$16555,Urban
743700.0,Pittsburgh Technical College,1828.0,80.96%,$16166,Rural
335700.0,Point Park University,3230.0,95.58%,$27000,Urban
895500.0,The Salon Professional Academy-Altoona,69.0,83.17%,$8028,Suburb
1038800.0,Reading Area Community College,3506.0,47.24%,$10600,Urban
656500.0,Reading Hospital School of Health Sciences,288.0,62.11%,$15485,Urban
2192800.0,The Restaurant School at Walnut Hill College,334.0,79.85%,$20000,Urban
778100.0,Brightwood Career Institute-Broomall,339.0,83.53%,$9500,Suburb
335900.0,Robert Morris University,4213.0,60.7%,$27000,Suburb
1205000.0,Rosedale Technical College,372.0,54.21%,$12000,Suburb
336000.0,Rosemont College,609.0,80.85%,$27000,Suburb
336600.0,Saint Francis University,1676.0,51.65%,$27000,Town
336700.0,Saint Joseph's University,5040.0,49.34%,$23485,Urban
336800.0,Saint Vincent College,1616.0,72.6%,$27000,Suburb
2251200.0,Schuylkill Technology Center,35.0,65.75%,$10180,Rural
338400.0,University of Scranton,3695.0,64.93%,$27000,Urban
336200.0,Seton Hill University,1659.0,57.67%,$27000,Suburb
657700.0,University of Pittsburgh Medical Center-Shadyside School of Nursing,244.0,73.68%,$12400,Urban
657800.0,Sharon Regional School of Nursing,12.0,63.89%,PrivacySuppressed,Suburb
2092500.0,Laurel Technical Institute,176.0,65.24%,$12800,Suburb
332600.0,Shippensburg University of Pennsylvania,5464.0,69.64%,$25250,Town
332700.0,Slippery Rock University of Pennsylvania,7539.0,69.6%,$25000,Town
336400.0,Saint Charles Borromeo Seminary-Overbrook,75.0,38.75%,PrivacySuppressed,Suburb
1292900.0,South Hills Beauty Academy,144.0,21.68%,$3431,Suburb
1326300.0,South Hills School of Business & Technology,423.0,86.38%,$20000,Urban
657400.0,St Lukes Hospital School of Nursing,198.0,86.61%,$16500,Suburb
2206300.0,The Beauty School,27.0,84.38%,$11016,Suburb
336900.0,Susquehanna University,2283.0,73.53%,$27000,Town
337000.0,Swarthmore College,1565.0,17.11%,$19500,Suburb
791200.0,Thaddeus Stevens College of Technology,1139.0,53.6%,$8704,Urban
1252300.0,Talmudical Yeshiva of Philadelphia,114.0,0.0%,PrivacySuppressed,Urban
337100.0,Temple University,29037.0,61.72%,$25500,Urban
337600.0,Thiel College,736.0,84.0%,$28000,Town
1239300.0,Thomas Jefferson University,731.0,63.42%,$12500,Urban
3010800.0,Fortis Institute-Erie,391.0,54.96%,$11362,Suburb
2090200.0,Triangle Tech Inc-Erie,61.0,35.35%,PrivacySuppressed,Urban
783900.0,Triangle Tech Inc-Pittsburgh,144.0,75.33%,$17572,Urban
2129000.0,Triangle Tech Inc-Greensburg,121.0,72.78%,$12000,Suburb
2174400.0,Triangle Tech Inc-Dubois,143.0,75.17%,$12000,Rural
338500.0,Ursinus College,1485.0,67.54%,$27000,Suburb
330600.0,University of Valley Forge,669.0,60.74%,$27000,Suburb
338600.0,Valley Forge Military College,265.0,95.18%,$12000,Suburb
2061000.0,Venus Beauty Academy,112.0,45.51%,$8027,Suburb
338800.0,Villanova University,6886.0,42.36%,$26692,Suburb
658200.0,Washington Hospital School of Nursing,49.0,70.0%,$15750,Suburb
658202.0,Washington Hospital School of Radiologic Technology,13.0,14.29%,$15750,Suburb
338900.0,Washington & Jefferson College,1378.0,85.6%,$27000,Suburb
339100.0,Waynesburg University,1371.0,83.08%,$27000,Town
1162200.0,Welder Training and Testing Institute,72.0,43.75%,$9500,Urban
332800.0,West Chester University of Pennsylvania,14223.0,61.15%,$23292,Suburb
658300.0,Western Pennsylvania Hospital School of Nursing,107.0,80.73%,$13367,Urban
2202300.0,Pittsburgh Career Institute,197.0,26.72%,$17397,Urban
339200.0,Westminster College,1174.0,75.66%,$27000,Town
1017600.0,Westmoreland County Community College,4047.0,35.02%,PrivacySuppressed,Rural
331300.0,Widener University,3224.0,67.86%,$27000,Suburb
339400.0,Wilkes University,2379.0,70.52%,$25668.5,Urban
339600.0,Wilson College,697.0,70.19%,$25500,Urban
1313400.0,Yeshivath Beth Moshe,34.0,0.0%,PrivacySuppressed,Urban
339900.0,York College of Pennsylvania,4079.0,67.72%,$26436.5,Suburb
2127400.0,YTI Career Institute-York,1165.0,74.55%,$13000,Suburb
340100.0,Brown University,6670.0,21.47%,$16125,Urban
340200.0,Bryant University,3449.0,56.47%,$27000,Suburb
340400.0,Johnson & Wales University-Providence,7500.0,72.44%,$25899,Urban
784500.0,New England Institute of Technology,2658.0,76.41%,$20000,Suburb
2584400.0,New England Tractor Trailer Training School of Rhode Island,427.0,74.59%,$6333,Suburb
340600.0,Providence College,4011.0,55.4%,$27000,Urban
340700.0,Rhode Island College,6900.0,56.65%,$20906,Suburb
340800.0,Community College of Rhode Island,14013.0,20.22%,$9500,Urban
341400.0,University of Rhode Island,14008.0,64.25%,$23000,Suburb
340900.0,Rhode Island School of Design,1976.0,36.62%,$27000,Urban
341000.0,Roger Williams University,4476.0,54.79%,$26000,Suburb
341100.0,Salve Regina University,2160.0,69.07%,$27000,Suburb
659100.0,St Joseph School of Nursing,135.0,92.86%,$32047,Suburb
1260608.0,Empire Beauty School-Warwick,79.0,63.19%,$11522,Urban
3570500.0,Northpoint Bible College,323.0,70.18%,$27000,Suburb
1005600.0,Aiken Technical College,2265.0,23.49%,$8604,Rural
341700.0,Allen University,590.0,83.83%,$34785,Urban
341800.0,Anderson University,2776.0,64.24%,$27000,Urban
341900.0,Charleston Southern University,3034.0,79.68%,$27000,Urban
991000.0,Technical College of the Lowcountry,1976.0,18.06%,$8883,Town
342000.0,Benedict College,2090.0,86.8%,$41750,Urban
342100.0,Bob Jones University,2367.0,35.11%,$17868,Urban
342200.0,Southern Wesleyan University,1286.0,58.08%,$25000,Suburb
2356600.0,Charleston Cosmetology Institute,164.0,42.68%,$5974.5,Suburb
342800.0,College of Charleston,9599.0,42.93%,$21500,Urban
2338600.0,Charzanne Beauty College,50.0,60.98%,PrivacySuppressed,Town
760200.0,Northeastern Technical College,809.0,0.0%,PrivacySuppressed,Rural
342300.0,Citadel Military College of South Carolina,2814.0,48.4%,$22490,Urban
342400.0,Claflin University,1990.0,85.83%,$33000,Town
342500.0,Clemson University,19172.0,39.96%,$21500,Suburb
492300.0,Clinton College,170.0,93.0%,$19000,Urban
342700.0,Coker College,1012.0,69.28%,$27000,Town
342900.0,Columbia International University,491.0,60.97%,$19611,Urban
343000.0,Columbia College,1378.0,71.02%,$22068.5,Urban
343100.0,Converse College,916.0,74.14%,$26544.5,Urban
536300.0,Denmark Technical College,390.0,43.72%,$5500,Rural
343200.0,Erskine College,575.0,65.63%,$27000,Rural
399000.0,Florence-Darlington Technical College,4560.0,25.7%,$12250,Suburb
492400.0,Forrest College,72.0,74.53%,$17634,Urban
922600.0,Francis Marion University,3079.0,77.49%,$31000,Suburb
343400.0,Furman,2728.0,32.43%,$26000,Suburb
399100.0,Greenville Technical College,10171.0,31.03%,$16623,Urban
492500.0,Horry-Georgetown Technical College,6234.0,43.1%,$14137,Urban
3052300.0,Kenneth Shuler School of Cosmetology-North Augusta,115.0,63.77%,$9993,Suburb
2341100.0,Kenneth Shuler School of Cosmetology and Nails-Columbia,113.0,61.78%,$6885,Suburb
343500.0,Lander University,2722.0,64.59%,$27000,Town
343600.0,Limestone College,2491.0,71.76%,$26161.5,Town
343800.0,Medical University of South Carolina,303.0,68.3%,$5500,Urban
399300.0,Midlands Technical College,9918.0,34.03%,$9750,Suburb
343900.0,Morris College,743.0,89.72%,$33900,Urban
344000.0,Newberry College,1173.0,78.41%,$27000,Town
344100.0,North Greenville University,2167.0,50.45%,$21300.5,Rural
681500.0,Orangeburg Calhoun Technical College,1855.0,22.23%,$9000,Rural
399200.0,Piedmont Technical College,3868.0,41.53%,$11875.5,Town
344500.0,Presbyterian College,947.0,46.57%,$26000,Town
344900.0,University of South Carolina-Aiken,3029.0,58.05%,$25974,Suburb
345000.0,University of South Carolina-Beaufort,2011.0,63.59%,$24995,Town
344800.0,University of South Carolina-Columbia,25550.0,46.0%,$23000,Urban
344801.0,University of South Carolina-Lancaster,813.0,21.73%,$23000,Town
345400.0,University of South Carolina-Salkehatchie,549.0,36.59%,$12000,Rural
342600.0,University of South Carolina-Sumter,633.0,30.35%,$10631,Urban
492700.0,University of South Carolina-Union,284.0,14.66%,$10000,Town
345100.0,Coastal Carolina University,9546.0,66.33%,$25000,Urban
344600.0,South Carolina State University,2489.0,77.22%,$32073,Town
695100.0,University of South Carolina-Upstate,5149.0,63.14%,$21604,Suburb
344700.0,Spartanburg Methodist College,790.0,69.43%,$11500,Suburb
399400.0,Spartanburg Community College,3697.0,12.49%,$4000,Suburb
399500.0,Central Carolina Technical College,3078.0,30.89%,$8699,Urban
2567600.0,Sumter Beauty College,21.0,0.0%,PrivacySuppressed,Urban
492600.0,Tri-County Technical College,5195.0,17.25%,$7795,Suburb
492000.0,Trident Technical College,10905.0,26.84%,PrivacySuppressed,Urban
345500.0,Voorhees College,475.0,86.02%,$30255.5,Town
932200.0,Williamsburg Technical College,407.0,0.0%,PrivacySuppressed,Town
345600.0,Winthrop University,4710.0,63.78%,$27000,Urban
345700.0,Wofford College,1675.0,43.79%,$26000,Urban
399600.0,York Technical College,4052.0,32.75%,$6932,Urban
345800.0,Augustana University,1704.0,57.48%,$26862,Urban
2137100.0,Black Hills Beauty College,76.0,54.1%,$10846.5,Urban
345900.0,Black Hills State University,2736.0,46.83%,$25500,Town
346300.0,Dakota State University,2024.0,47.54%,$24446.5,Town
346100.0,Dakota Wesleyan University,774.0,84.64%,$26917.5,Town
2297800.0,Headlines Academy Inc,101.0,60.0%,$7917,Urban
530900.0,Lake Area Technical Institute,1782.0,71.42%,$12000,Town
492900.0,Avera McKennan Hospital School of Radiologic Technology,20.0,0.0%,PrivacySuppressed,Urban
828400.0,Mitchell Technical Institute,1005.0,46.05%,$12000,Rural
346500.0,Mount Marty College,566.0,38.1%,$26538.5,Town
405700.0,National American University-Rapid City,1342.0,73.68%,$30223,Urban
405707.0,National American University-Sioux Falls,218.0,88.22%,$30223,Urban
346600.0,Northern State University,1488.0,31.19%,$25250,Town
1465900.0,Oglala Lakota College,1152.0,0.0%,PrivacySuppressed,Rural
346700.0,Presentation College,749.0,74.91%,$26000,Town
598700.0,Avera Sacred Heart Hospital,16.0,0.0%,PrivacySuppressed,Town
347000.0,South Dakota School of Mines and Technology,2295.0,53.43%,$27000,Urban
347100.0,South Dakota State University,9704.0,54.07%,$25000,Town
2143700.0,Sinte Gleska University,512.0,0.0%,PrivacySuppressed,Rural
346900.0,University of Sioux Falls,1174.0,67.91%,$22284.5,Urban
1147700.0,Sanford Medical Center,23.0,0.0%,PrivacySuppressed,Urban
2277300.0,Sisseton Wahpeton College,194.0,0.0%,PrivacySuppressed,Rural
776400.0,Southeast Technical Institute,2025.0,61.72%,$12000,Rural
1013800.0,Stewart School,103.0,52.83%,$7277,Urban
347400.0,University of South Dakota,6171.0,52.65%,$25000,Town
1017000.0,Western Dakota Technical Institute,831.0,55.53%,$12000,Rural
1046000.0,American Baptist College,115.0,87.33%,PrivacySuppressed,Urban
2257400.0,Arnolds Beauty School,54.0,33.75%,PrivacySuppressed,Town
535800.0,Tennessee College of Applied Technology-Athens,232.0,0.0%,PrivacySuppressed,Town
347800.0,Austin Peay State University,9090.0,53.97%,$22500,Urban
3440300.0,Baptist Memorial College of Health Sciences,1050.0,80.02%,$34125,Urban
347900.0,Belmont University,6443.0,56.36%,$21248.5,Urban
348000.0,Bethel University,3975.0,65.81%,$28955.5,Town
353600.0,Bryan College-Dayton,892.0,43.81%,$22013.5,Town
348100.0,Carson-Newman University,1633.0,62.86%,$24250,Suburb
399800.0,Chattanooga State Community College,6402.0,25.8%,$9500,Urban
348200.0,Christian Brothers University,1521.0,48.1%,$27000,Urban
2188300.0,Pentecostal Theological Seminary,0.0,0.0%,PrivacySuppressed,Urban
4142000.0,Austin's Beauty College Inc,23.0,48.39%,PrivacySuppressed,Urban
399900.0,Cleveland State Community College,2163.0,18.57%,$9041,Urban
348300.0,Columbia State Community College,4742.0,14.1%,$9607,Town
2157100.0,Concorde Career College-Memphis,1420.0,70.43%,$9500,Urban
528000.0,Tennessee College of Applied Technology-Covington,258.0,0.0%,PrivacySuppressed,Town
348500.0,Cumberland University,1658.0,44.45%,$23250,Town
348600.0,Lipscomb University,2973.0,51.54%,$20750.5,Urban
778200.0,Tennessee College of Applied Technology-Dickson,576.0,0.0%,PrivacySuppressed,Town
493400.0,Hussian College-Daymar College Nashville,237.0,90.5%,$17652,Urban
683500.0,Dyersburg State Community College,1826.0,16.64%,$6500,Town
348700.0,East Tennessee State University,10881.0,46.83%,$20000,Urban
2204200.0,Chattanooga College Medical Dental and Technical Careers,273.0,90.93%,$18820,Urban
528100.0,Tennessee College of Applied Technology-Elizabethton,458.0,0.0%,PrivacySuppressed,Rural
2595000.0,The Hair Academy LLC,45.0,63.38%,$9732,Town
349000.0,Fisk University,664.0,76.05%,$27000,Urban
3001800.0,Welch College,248.0,40.91%,$20242,Rural
349200.0,Freed-Hardeman University,1319.0,56.42%,$26000,Town
1032600.0,Tennessee College of Applied Technology-Harriman,281.0,0.0%,PrivacySuppressed,Rural
528200.0,Tennessee College of Applied Technology-Hartsville,330.0,0.0%,PrivacySuppressed,Rural
349400.0,Hiwassee College,302.0,71.78%,$17500,Rural
535600.0,Tennessee College of Applied Technology-Hohenwald,294.0,0.0%,PrivacySuppressed,Town
1070000.0,Tennessee College of Applied Technology-Jacksboro,256.0,0.0%,PrivacySuppressed,Town
493700.0,Jackson State Community College,3208.0,0.0%,PrivacySuppressed,Urban
885900.0,John A Gupton College,110.0,59.3%,$11125,Urban
349500.0,Johnson University,808.0,58.27%,$23250,Rural
2153100.0,Paul Mitchell the School-Murfreesboro,183.0,61.72%,$13691.5,Urban
349600.0,King University,1736.0,65.39%,$22070.5,Urban
493800.0,South College,1408.0,60.84%,$23161,Urban
349900.0,Lane College,1420.0,86.05%,$37909,Urban
350100.0,Le Moyne-Owen College,862.0,81.96%,PrivacySuppressed,Urban
350000.0,Lee University,4265.0,67.02%,$27000,Urban
350200.0,Lincoln Memorial University,1821.0,65.19%,$17150,Town
535300.0,Tennessee College of Applied Technology-Livingston,345.0,0.0%,PrivacySuppressed,Town
350400.0,Martin Methodist College,845.0,57.02%,$23750,Town
350500.0,Maryville College,1151.0,68.98%,$27000,Suburb
535200.0,Tennessee College of Applied Technology-McKenzie,170.0,0.0%,PrivacySuppressed,Rural
865500.0,Genesis Career College-Cookeville,267.0,70.12%,$8380,Town
350700.0,Memphis College of Art,277.0,81.07%,$31000,Urban
536000.0,Tennessee College of Applied Technology-Memphis,843.0,0.0%,PrivacySuppressed,Urban
350900.0,University of Memphis,15901.0,57.89%,$25674.5,Urban
351000.0,Middle Tennessee State University,18600.0,50.09%,$21500,Urban
535100.0,Tennessee College of Applied Technology-Morristown,671.0,0.0%,PrivacySuppressed,Urban
683600.0,Motlow State Community College,4896.0,0.0%,$3500,Rural
2103500.0,Tennessee College of Applied Technology-Murfreesboro,467.0,0.0%,PrivacySuppressed,Urban
793803.0,Lincoln College of Technology-Nashville,1495.0,70.23%,$12000,Urban
2125300.0,Nashville College of Medical Careers,87.0,63.4%,$9253,Urban
814500.0,Nashville State Community College,6672.0,22.74%,$11297,Urban
528300.0,Tennessee College of Applied Technology-Newbern,317.0,0.0%,PrivacySuppressed,Rural
2106400.0,O'More College of Design,148.0,57.58%,$25500,Urban
2237900.0,Tennessee College of Applied Technology-Paris,225.0,0.0%,PrivacySuppressed,Town
946400.0,Tennessee College of Applied Technology-Pulaski,251.0,0.0%,PrivacySuppressed,Town
351900.0,Rhodes College,1975.0,36.37%,$25025,Urban
1216400.0,Tennessee College of Applied Technology-Ripley,133.0,0.0%,PrivacySuppressed,Town
991400.0,Roane State Community College,4272.0,13.43%,$10000,Town
535700.0,Tennessee College of Applied Technology-Crump,403.0,0.0%,PrivacySuppressed,Town
1043900.0,Southwest Tennessee Community College,8250.0,0.0%,PrivacySuppressed,Urban
537900.0,Tennessee College of Applied Technology-Shelbyville,485.0,0.0%,PrivacySuppressed,Town
353400.0,The University of the South,1683.0,33.85%,$19123.5,Rural
971000.0,Tennessee College of Applied Technology-Oneida-Huntsville,276.0,0.0%,PrivacySuppressed,Town
402600.0,Tennessee College of Applied Technology-Crossville,303.0,0.0%,PrivacySuppressed,Town
530700.0,Tennessee College of Applied Technology-McMinnville,161.0,0.0%,PrivacySuppressed,Town
535400.0,Tennessee College of Applied Technology-Jackson,388.0,0.0%,PrivacySuppressed,Suburb
402500.0,Tennessee College of Applied Technology-Knoxville,1137.0,0.0%,PrivacySuppressed,Urban
2092800.0,Tennessee College of Applied Technology-Whiteville,278.0,0.0%,PrivacySuppressed,Rural
1269300.0,Pellissippi State Community College,8859.0,11.35%,$8228,Suburb
351800.0,Southern Adventist University,2486.0,53.85%,$26875,Suburb
352500.0,Tennessee Wesleyan University,928.0,66.31%,$21000,Town
352900.0,The University of Tennessee-Chattanooga,10097.0,49.75%,$20619,Urban
353000.0,The University of Tennessee-Knoxville,22151.0,42.86%,$20500,Urban
353100.0,The University of Tennessee-Martin,5522.0,51.03%,$23760,Town
743900.0,Fountainhead College of Technology,88.0,71.56%,$22929,Urban
956700.0,Tennessee School of Beauty of Knoxville Inc,268.0,29.29%,$7308,Urban
352200.0,Tennessee State University,6380.0,64.14%,$27750,Urban
352300.0,Tennessee Technological University,9084.0,42.95%,$16532,Town
352600.0,Trevecca Nazarene University,2112.0,54.45%,$17764,Urban
537800.0,Northeast State Community College,5114.0,0.0%,$3434,Rural
352700.0,Tusculum University,1484.0,68.02%,$24750,Town
352800.0,Union University,2099.0,55.51%,$23591,Urban
353500.0,Vanderbilt University,6856.0,13.61%,$14500,Urban
991200.0,Volunteer State Community College,6976.0,13.82%,$6500,Suburb
886300.0,Walters State Community College,4594.0,0.0%,$3372,Urban
494700.0,West Tennessee Business College,191.0,93.51%,$9500,Urban
1155300.0,William Moore College of Technology,264.0,0.0%,PrivacySuppressed,Urban
353700.0,Abilene Christian University,3655.0,52.66%,$23628,Urban
353900.0,Alvin Community College,3705.0,6.09%,$4500,Suburb
354000.0,Amarillo College,7804.0,15.96%,$9683,Urban
666100.0,Angelina College,3562.0,0.0%,PrivacySuppressed,Town
354100.0,Angelo State University,5726.0,35.71%,$20395.5,Urban
2081400.0,Arlington Baptist University,159.0,74.03%,$26835,Urban
2521200.0,Arlington Career Institute,232.0,47.35%,$9500,Suburb
2117100.0,The Art Institute of Houston,1096.0,67.89%,$31990,Urban
354300.0,Austin College,1214.0,72.3%,$26000,Urban
1201500.0,Austin Community College District,30716.0,29.79%,$6547,Urban
1226800.0,Baldwin Beauty School-South Austin,77.0,39.83%,$6691,Urban
660600.0,Baptist Health System School of Health Professions,658.0,79.16%,$18562,Urban
2331200.0,Baptist Missionary Association Theological Seminary,67.0,14.46%,PrivacySuppressed,Town
354500.0,Baylor University,14284.0,43.99%,$24000,Urban
354600.0,Coastal Bend College,2405.0,9.24%,PrivacySuppressed,Town
354900.0,Blinn College,17123.0,24.65%,$11000,Town
