business_name,business_postal_code,inspection_date,month,day,inspection_score,risk_category
Mission Minis,94110,2018-02-27,2,27,96.0,Moderate Risk
Taqueria El Sol #2,94102,2019-02-27,2,27,81.0,High Risk
Chile Lindo,94103,2016-10-17,10,17,96.0,Moderate Risk
Little Swan Bakery,94133,2017-07-18,7,18,90.0,Moderate Risk
Orchard Garden Hotel,94108,2017-12-12,12,12,96.0,Low Risk
"House of Dim Sum, Inc.",94133,2019-07-23,7,23,88.0,Moderate Risk
Tea Hut,94115,2018-10-01,10,1,86.0,Moderate Risk
Joyful Kitchen,94127,2019-03-04,3,4,84.0,Moderate Risk
TASTY RESTAURANT,94121,2019-01-30,1,30,87.0,High Risk
El Chico Produce Market #2,94112,2017-05-02,5,2,76.0,Moderate Risk
Cafe Troya Fillmore,94115,2017-12-11,12,11,80.0,High Risk
Chaat Corner - Powell St.,94102,2017-04-04,4,4,86.0,Moderate Risk
Beach Street Grill,94133,2018-02-05,2,5,86.0,Moderate Risk
I-Tea Kearny SF,94108,2019-05-06,5,6,90.0,Moderate Risk
MELS DRIVE IN,94123,2018-05-01,5,1,84.0,Low Risk
Oyaji Restaurant,94121,2019-02-12,2,12,81.0,Low Risk
Great Eastern Restaurant,94133,2017-12-13,12,13,83.0,Low Risk
SF NEWA,94102,2019-02-06,2,6,88.0,Low Risk
Hong Kee & Kim,94111,2019-07-11,7,11,68.0,Low Risk
Mr. T Cafe,94112,2018-04-17,4,17,90.0,Low Risk
Ming Hui Dim Sum,94134,2017-03-15,3,15,79.0,High Risk
L & L Hawaiian Barbecue,94108,2016-08-24,8,24,86.0,Low Risk
Mission Minis,94110,2018-11-07,11,7,88.0,Low Risk
Fresca Restaurant,94122,2019-04-15,4,15,87.0,High Risk
SOUTH BEACH CAFE,94107,2016-08-24,8,24,83.0,Low Risk
Bamboo Asia,94101,2019-01-17,1,17,86.0,Moderate Risk
Red Jade Restaurant,94114,2017-08-16,8,16,80.0,Low Risk
Banwich,94116,2019-05-23,5,23,89.0,Low Risk
Orchids Cafe,94127,2018-04-25,4,25,84.0,Low Risk
NEW STAR MARKET,94103,2018-05-07,5,7,94.0,Moderate Risk
Mission's Kitchen,94110,2016-08-29,8,29,82.0,Low Risk
Jiangnan Cuisine,94121,2018-10-09,10,9,85.0,Moderate Risk
Pizza Squared,94103,2019-08-13,8,13,92.0,Moderate Risk
Bruno's Pizza & Restaurant,94115,2018-07-18,7,18,79.0,High Risk
DIANDA'S ITAL-AMER.PASTRY CO.,94110,2018-06-12,6,12,88.0,Low Risk
La Boulangerie de San Francisco,94123,2018-07-30,7,30,76.0,Moderate Risk
LA TRAVIATA,94110,2017-07-06,7,6,62.0,Low Risk
Darren's Cafe,94133,2019-04-10,4,10,96.0,Low Risk
GLENEAGLES GOLF COURSE AT M P,94134,2019-08-01,8,1,94.0,Moderate Risk
STARBUCK'S COFFEE #6605,94110,2019-02-20,2,20,94.0,Low Risk
Village Pizzeria,94118,2019-05-24,5,24,91.0,High Risk
LA LOMA PRODUCE #7,94134,2017-04-13,4,13,77.0,Low Risk
Starbucks Coffee,94111,2018-06-18,6,18,98.0,Low Risk
Tuba Restaurant,94110,2019-04-17,4,17,88.0,Moderate Risk
MARNEE THAI RESTAURANT,94122,2019-07-31,7,31,78.0,High Risk
UMA Casa,94131,2019-06-11,6,11,93.0,High Risk
IRVING SEAFOOD MARKET,94122,2016-12-06,12,6,84.0,High Risk
Shanghai House,94121,2018-02-12,2,12,84.0,Moderate Risk
Merchant Roots,94110,2018-04-20,4,20,96.0,Moderate Risk
King Kee,94102,2019-03-07,3,7,90.0,Low Risk
Kin Fai Produce,94133,2017-04-11,4,11,92.0,Low Risk
H20 Cafe,94109,2017-09-29,9,29,83.0,Low Risk
Miyako,94115,2019-07-09,7,9,87.0,Moderate Risk
LADLE & LEAF,94111,2017-10-20,10,20,94.0,Low Risk
Andi's Market,94110,2017-03-06,3,6,77.0,Moderate Risk
ARINELL PIZZA,94110,2018-05-23,5,23,94.0,Moderate Risk
CLOONEY'S,94110,2017-08-09,8,9,86.0,Low Risk
Carbon Grill,94118,2017-03-28,3,28,75.0,Low Risk
Little Delhi India Restaurant,94102,2017-10-18,10,18,83.0,Moderate Risk
PEET'S COFFEE & TEA,94105,2018-01-25,1,25,90.0,Moderate Risk
VALENCIA FARMER'S MARKET,94110,2017-08-17,8,17,90.0,Low Risk
SOCIALE,94118,2018-08-16,8,16,88.0,Moderate Risk
94970 Field Club Bistro,94107,2018-09-11,9,11,94.0,Moderate Risk
The Pig & Whistle,94118,2017-11-17,11,17,87.0,High Risk
JAVA BEACH CAFE,94122,2016-09-12,9,12,94.0,Low Risk
Wing Lee Bakery,94118,2018-06-14,6,14,83.0,High Risk
Domingo's International Kitchen and Fusion,94103,2019-07-19,7,19,82.0,High Risk
COCO FRESH TEA & JUICE,94104,2019-04-15,4,15,91.0,High Risk
Tanuki Restaurant,94118,2018-08-28,8,28,94.0,Low Risk
Tacolicious,94133,2017-05-08,5,8,83.0,Low Risk
Aveline / The European,94102,2016-11-22,11,22,87.0,High Risk
Coffee Bar,94105,2018-07-31,7,31,94.0,Low Risk
City Smoke House LLC,94103,2017-05-17,5,17,92.0,Moderate Risk
RJ's Market,94111,2016-11-28,11,28,88.0,Moderate Risk
Wok Station Inc,94122,2018-05-14,5,14,85.0,High Risk
Mozzeria,94103,2018-04-19,4,19,89.0,High Risk
UMA Casa,94131,2018-03-20,3,20,92.0,Low Risk
SF Noriega New Century Seafood,94122,2018-09-26,9,26,86.0,Low Risk
Fisherman's Grotto,94133,2019-02-25,2,25,86.0,Low Risk
Wing Wings,94117,2019-02-28,2,28,92.0,Moderate Risk
LA TRAVIATA,94110,2018-02-13,2,13,87.0,High Risk
DEJA VU PIZZA & PASTA,94103,2018-03-15,3,15,81.0,Moderate Risk
Tu Kim's Cafe,94109,2017-02-09,2,9,90.0,Low Risk
Miss Saigon LLC,94103,2018-01-30,1,30,81.0,Low Risk
IL BORGO,94102,2016-09-15,9,15,80.0,Low Risk
Nieves Cinco De Mayo Produce,94103,2018-09-14,9,14,92.0,Moderate Risk
Yan Yan Seafood Restaurant,94122,2017-11-08,11,8,92.0,Moderate Risk
Y & Y Vietnamese Restaurant,94118,2018-08-01,8,1,90.0,Low Risk
Kusina Ni Tess,94102,2018-07-12,7,12,90.0,Low Risk
El Ahorro,94110,2017-08-23,8,23,93.0,High Risk
Taqueria Mana,94108,2018-04-26,4,26,76.0,Low Risk
GLENEAGLES GOLF COURSE AT M P,94134,2017-11-08,11,8,92.0,Low Risk
Tuong Phong Market,94102,2017-05-01,5,1,92.0,Moderate Risk
Battery Street Coffee Roastery,94111,2016-08-22,8,22,80.0,Low Risk
Golden Flower Vietnamese Restaurant,94133,2019-07-09,7,9,90.0,Low Risk
JackRabbit,94107,2019-07-25,7,25,94.0,Low Risk
Loews Regency San Francisco (Employee Cafeteria),94104,2019-07-17,7,17,92.0,Moderate Risk
LUCCA DELICATESSEN,94123,2018-11-28,11,28,85.0,Low Risk
ANGELINA'S DELI-CAFE & CATERING,94121,2017-07-24,7,24,90.0,Low Risk
Round Table Pizza,94112,2019-02-26,2,26,93.0,High Risk
Fisherman's Pizzeria Inc [#50],94133,2016-12-02,12,2,86.0,Low Risk
Los Reyes,94134,2019-08-06,8,6,77.0,High Risk
BARNEY'S,94114,2019-06-06,6,6,89.0,Low Risk
Taqueria Mana,94108,2016-10-18,10,18,85.0,Moderate Risk
CASA LUCAS #3,94112,2016-11-21,11,21,83.0,Moderate Risk
CINCO DE MAYO TAQUERIA & GROCERY,94134,2016-10-25,10,25,89.0,High Risk
Sts. Peter & Paul School,94133,2018-10-03,10,3,73.0,Low Risk
Niji Japanese Grille,94104,2019-07-15,7,15,96.0,Low Risk
Poc-Chuc Restaurant,94103,2019-06-06,6,6,90.0,Low Risk
Cassava,94121,2016-10-17,10,17,81.0,Moderate Risk
CAFE LA BOHEME,94110,2016-10-17,10,17,90.0,Low Risk
Cafe Royale,94109,2018-06-14,6,14,96.0,Moderate Risk
Marshall Elementary School,94103,2019-02-20,2,20,96.0,Moderate Risk
Starbucks,94123,2016-10-03,10,3,96.0,Moderate Risk
Subway on Jefferson,94133,2017-09-08,9,8,87.0,High Risk
Henry's Hunan Restaurant,94103,2018-09-11,9,11,79.0,Moderate Risk
Pupuseria Metapan,94112,2019-01-08,1,8,90.0,Low Risk
AK SUBS,94103,2018-05-23,5,23,92.0,Low Risk
Intintoli,94133,2016-10-27,10,27,98.0,Low Risk
Thorough Bread & Pastry,94114,2017-07-20,7,20,91.0,Low Risk
Mercury Cafe,94102,2019-04-16,4,16,94.0,Low Risk
New Bosworth Market,94112,2019-04-30,4,30,92.0,Low Risk
"Miette Cakes, LLC",94102,2016-09-21,9,21,92.0,Low Risk
Curry Up Now,94110,2016-10-18,10,18,88.0,Moderate Risk
Barzotto,94110,2018-09-12,9,12,87.0,Moderate Risk
Y & Y Vietnamese Restaurant,94118,2019-04-08,4,8,88.0,Moderate Risk
KING ELEMENTARY SCHOOL,94107,2017-02-07,2,7,92.0,Moderate Risk
Cobbs Comedy Club,94133,2018-07-11,7,11,90.0,Moderate Risk
Grain D'or,94118,2018-09-17,9,17,92.0,Moderate Risk
Rock Japanese Cuisine,94108,2016-09-13,9,13,88.0,Moderate Risk
Taqueria Mana,94108,2018-04-26,4,26,76.0,Low Risk
Cafe Madeleine,94104,2018-01-05,1,5,86.0,Low Risk
Hong Kong Bakery,94112,2016-08-25,8,25,79.0,High Risk
Takara Sushi S.F. INC,94114,2018-02-12,2,12,86.0,Moderate Risk
Oyaji Restaurant,94121,2017-07-17,7,17,71.0,High Risk
Academy Bar & Kitchen,94115,2018-09-27,9,27,91.0,High Risk
Kasa Indian Eatery,94109,2019-05-31,5,31,87.0,Low Risk
ERIC'S RESTAURANT,94131,2019-01-07,1,7,84.0,Low Risk
AP's Cafe,94114,2018-07-17,7,17,90.0,Moderate Risk
THE PHOENIX BAR & RESTAURANT,94110,2018-05-03,5,3,84.0,Low Risk
Ristorante Ti Piacera,94109,2017-08-25,8,25,86.0,Low Risk
Pork Store Cafe Valencia,94103,2018-07-23,7,23,80.0,High Risk
Jane the Bakery,94115,2019-07-03,7,3,87.0,Moderate Risk
Subway Sandwiches,94102,2017-09-19,9,19,92.0,Low Risk
CLOONEY'S,94110,2017-08-09,8,9,86.0,Low Risk
6001 California Market,94121,2018-09-25,9,25,73.0,Low Risk
Street Taco,94103,2018-04-18,4,18,86.0,Low Risk
Mi Lindo Peru,94110,2018-05-22,5,22,88.0,Low Risk
J C Market,94133,2017-07-10,7,10,86.0,Low Risk
SAI JAI THAI,94109,2017-11-20,11,20,87.0,Low Risk
Subway Sandwiches #61240,94111,2019-05-20,5,20,94.0,Low Risk
BIG MOUTH BURGERS,94110,2017-09-28,9,28,85.0,Moderate Risk
Pane e Vino Trattoria,94123,2017-10-26,10,26,80.0,Low Risk
China Fun Express,94108,2018-04-09,4,9,87.0,High Risk
BREAD & BUTTER MARKET,94109,2019-02-22,2,22,98.0,Low Risk
Extreme Pizza,94103,2019-02-13,2,13,88.0,Moderate Risk
Casa Thai Market,94103,2019-07-24,7,24,91.0,High Risk
Lee's Deli,94104,2017-01-23,1,23,67.0,High Risk
Taqueria El Farolito #10,94133,2018-02-06,2,6,73.0,Low Risk
Pizzelle Di North Beach,94133,2017-07-18,7,18,90.0,Low Risk
Franciscan Crab Restaurant,94133,2016-12-14,12,14,90.0,Low Risk
E & O Kitchen and Bar,94108,2018-04-20,4,20,83.0,High Risk
Pagan Restaurant,94121,2017-08-18,8,18,85.0,Low Risk
Mediterrean Food,94122,2017-01-12,1,12,77.0,Low Risk
The Slice,94114,2018-05-16,5,16,91.0,High Risk
Guerra Quality Meats,94116,2019-02-07,2,7,96.0,Moderate Risk
Boudin Bakery,94133,2016-10-17,10,17,90.0,Low Risk
Andersen Bread,94111,2017-09-25,9,25,86.0,High Risk
Sqwers Restaurant,94118,2016-10-17,10,17,68.0,High Risk
Arashi Sushi House,94118,2019-04-25,4,25,79.0,Moderate Risk
LA VIE VIETNAMESE REST,94121,2017-09-13,9,13,88.0,Moderate Risk
Stop-N-Wrap,94112,2018-02-06,2,6,90.0,Low Risk
Las Palmeras,94110,2017-01-26,1,26,72.0,Low Risk
SANRAKU,94103,2018-02-14,2,14,82.0,Low Risk
Capurro's,94109,2019-03-12,3,12,81.0,Low Risk
Vinyl Cafe and Wine Bar,94117,2017-01-10,1,10,77.0,Low Risk
Bluestem Brasserie,94103,2019-04-11,4,11,90.0,Low Risk
Washington Bakery & Restaurant,94108,2017-11-28,11,28,67.0,High Risk
Posh Bagel,94108,2019-05-08,5,8,86.0,Low Risk
BeanStalk,94108,2018-06-06,6,6,92.0,Low Risk
TENNESSEE GRILL INC,94116,2018-04-26,4,26,61.0,High Risk
CASA LUCAS #3,94112,2019-02-20,2,20,75.0,Moderate Risk
Julie's Kitchen,94104,2019-05-29,5,29,85.0,Low Risk
Burger Bar SF,94102,2019-07-17,7,17,85.0,Moderate Risk
UVA Enoteca,94117,2016-12-14,12,14,86.0,Low Risk
CUP+FORK,94118,2018-11-09,11,9,92.0,Low Risk
The Daily Habit,94111,2016-12-28,12,28,92.0,Moderate Risk
Cafe Broadway,94133,2018-04-18,4,18,76.0,Low Risk
Domino's #7764,94109,2017-08-21,8,21,87.0,High Risk
Ganim's Market,94107,2017-01-12,1,12,94.0,Low Risk
Alley House,94118,2017-08-10,8,10,78.0,Moderate Risk
LINCOLN PARK BAR AND GRILL,94121,2016-10-12,10,12,86.0,Low Risk
Nizario's Pizza #2,94114,2018-03-21,3,21,85.0,High Risk
Commissary: Sabella and LaTorre Seafoods,94133,2018-12-07,12,7,88.0,Low Risk
PUNJAB KABAB HOUSE,94102,2018-09-06,9,6,84.0,Low Risk
EL CASTILLITO TAQUERIA INC.,94114,2018-04-26,4,26,76.0,Moderate Risk
Beer Nerds,94110,2018-07-16,7,16,94.0,Low Risk
Arashi Sushi House,94118,2018-09-26,9,26,85.0,Low Risk
Guckenheimer@Nektar,94158,2016-11-07,11,7,96.0,Moderate Risk
Overtime,94118,2018-07-25,7,25,92.0,Moderate Risk
Provender,94107,2018-06-28,6,28,98.0,Low Risk
Oasis Grill,94105,2018-07-10,7,10,83.0,High Risk
The Battery - Prep Kitchen,94111,2019-08-14,8,14,96.0,Moderate Risk
GOURMET DIM SUM & CAFE,94118,2017-07-19,7,19,73.0,High Risk
Delise,94133,2019-06-26,6,26,96.0,Low Risk
The Bird,94105,2019-02-25,2,25,86.0,Moderate Risk
B & M MEI SING RESTAURANT,94105,2017-09-28,9,28,85.0,High Risk
CUP+FORK,94118,2018-11-09,11,9,92.0,Low Risk
Woodhouse Fish Co.,94116,2016-09-26,9,26,92.0,Moderate Risk
La Boulangerie De San Francisco,94102,2019-02-26,2,26,90.0,Moderate Risk
Blue Bottle Coffee,94103,2018-06-22,6,22,96.0,Low Risk
Piperade,94111,2019-02-15,2,15,96.0,Low Risk
JIM'S RESTAURANT,94110,2019-04-18,4,18,87.0,Moderate Risk
Tip Top Market,94102,2018-09-24,9,24,67.0,Low Risk
EL BURRITO EXPRESS #2,94115,2019-07-29,7,29,79.0,Low Risk
Morning Brew Cafe,94111,2019-04-26,4,26,86.0,Low Risk
CLEMENT BBQ RESTAURANT,94118,2019-05-28,5,28,71.0,High Risk
Akikos Sushi,94108,2019-03-08,3,8,90.0,Moderate Risk
California Pacific Medical Center - Cafe,94115,2017-02-15,2,15,93.0,High Risk
Carlin's Corner,94103,2018-06-25,6,25,94.0,Low Risk
Yakiniq Cafe,94115,2018-06-12,6,12,90.0,Low Risk
Burger King #4474,94102,2016-10-18,10,18,73.0,Low Risk
HARTE ELEMENTARY SCHOOL,94124,2017-02-17,2,17,96.0,Moderate Risk
LAM HOA THUAN RESTAURANT,94122,2017-07-13,7,13,60.0,High Risk
CAFE MUMS,94115,2016-10-26,10,26,83.0,Moderate Risk
Deena's Market and Smoke Shop,94109,2017-09-20,9,20,82.0,Low Risk
StrEat Cervezas,94103,2018-08-01,8,1,87.0,Low Risk
Sqwers Restaurant,94118,2018-01-16,1,16,85.0,Low Risk
PEKING WOK RESTAURANT,94124,2018-11-14,11,14,88.0,Moderate Risk
Maggie Cafe,94108,2018-12-06,12,6,92.0,Low Risk
Upstairs Bar,94103,2019-02-27,2,27,92.0,Moderate Risk
PRESIDIO PIZZA COMPANY,94115,2019-06-17,6,17,84.0,Moderate Risk
Amphawa Thai Noodle House,94122,2017-05-15,5,15,64.0,High Risk
Jayhoon Fedaiy,94109,2019-02-26,2,26,83.0,High Risk
AP's Cafe,94114,2017-10-27,10,27,88.0,Moderate Risk
Sushi Raw #4,94116,2018-01-30,1,30,92.0,Moderate Risk
Alice's Restaurant,94131,2017-10-31,10,31,88.0,Low Risk
CASA LUCAS #3,94112,2019-02-20,2,20,75.0,High Risk
Jane,94115,2017-12-11,12,11,86.0,Moderate Risk
Tsing's Chinese Restaurant,94127,2017-11-07,11,7,64.0,Low Risk
Ikes Love & Sandwiches,94109,2018-03-20,3,20,86.0,Low Risk
La Espiga De Oro,94110,2019-04-30,4,30,81.0,High Risk
Taqueria Mana,94108,2016-10-18,10,18,85.0,High Risk
Sweetgreen Soma - K17,94105,2017-08-24,8,24,77.0,Moderate Risk
TableTop Tap House,94103,2019-04-15,4,15,88.0,Low Risk
PANCHO VILLA,94103,2017-11-16,11,16,90.0,Low Risk
Richmond Republic,94118,2018-07-31,7,31,78.0,Moderate Risk
Minna SF Group LLC,94105,2017-02-03,2,3,64.0,Low Risk
Philz Coffee,94102,2017-10-02,10,2,92.0,Moderate Risk
The Penthouse Club & Steakhouse,94133,2018-12-26,12,26,92.0,Low Risk
THE GROVE FILLMORE,94115,2016-10-24,10,24,92.0,Moderate Risk
Mo's Grill,94133,2017-10-16,10,16,80.0,Low Risk
Y & Y Vietnamese Restaurant,94118,2017-08-24,8,24,88.0,Moderate Risk
7 Eleven #2366-36039A,94105,2019-05-03,5,3,88.0,Low Risk
MOMO'S,94107,2018-08-14,8,14,86.0,Low Risk
The Spice Jar,94110,2018-03-21,3,21,68.0,High Risk
Epicurean@SHCP,94109,2016-09-22,9,22,90.0,Low Risk
Darwin Cafe,94107,2019-08-05,8,5,92.0,Low Risk
Red Hill Station,94110,2018-05-09,5,9,92.0,Moderate Risk
Restaurante Montecristo,94110,2019-02-04,2,4,77.0,Low Risk
Caffea,94103,2018-08-29,8,29,91.0,Low Risk
J.T. Restaurant/Catering,94103,2016-11-22,11,22,81.0,High Risk
The Plant Cafe Organic,94104,2016-11-10,11,10,87.0,Low Risk
East Park Kiosk,94133,2017-10-02,10,2,98.0,Low Risk
Cable Car Restaurant,94133,2019-04-22,4,22,84.0,Low Risk
JIM GEORGIE'S DONUT,94103,2017-01-05,1,5,80.0,Low Risk
Basil Canteen,94103,2018-05-21,5,21,86.0,Moderate Risk
Victor's Pizza,94109,2016-09-29,9,29,82.0,Low Risk
Pho Luen Fat Bakery & Restaurant,94134,2019-04-08,4,8,76.0,High Risk
SLIM'S,94103,2017-02-27,2,27,94.0,Low Risk
Californios,94110,2018-08-02,8,2,85.0,Moderate Risk
Peet's Coffee and Tea,94132,2019-07-22,7,22,96.0,Moderate Risk
ABC Super Market Inc,94133,2017-11-30,11,30,90.0,Low Risk
Bayshore Taqueria,94124,2019-01-15,1,15,83.0,High Risk
Kennedy Market & Deli,94124,2018-01-03,1,3,92.0,Low Risk
Starbucks #16839,94111,2019-05-13,5,13,88.0,Low Risk
Specialty's Cafe & Bakery,94111,2017-12-27,12,27,92.0,Moderate Risk
Restaurante Monte Cristo #2,94124,2018-11-27,11,27,60.0,Low Risk
Osha Thai Noodle Cafe,94102,2019-01-15,1,15,78.0,High Risk
Tap (415),94103,2019-01-17,1,17,80.0,Low Risk
Papalote,94110,2017-08-10,8,10,78.0,High Risk
Francisco Middle School,94133,2017-09-14,9,14,96.0,Low Risk
The Page,94117,2018-06-18,6,18,92.0,Low Risk
Luigi's Pizzeria,94133,2019-06-12,6,12,92.0,Moderate Risk
Magic Flute Restaurant,94118,2016-11-14,11,14,85.0,Low Risk
Lucky California #755,94132,2018-12-07,12,7,90.0,Moderate Risk
Golden Coast Restaurant,94112,2019-03-18,3,18,79.0,Low Risk
USA Power Market,94112,2018-03-26,3,26,71.0,Low Risk
New Regent Cafe,94133,2017-12-06,12,6,68.0,Moderate Risk
Gorkha Kitchen,94122,2019-01-16,1,16,81.0,Moderate Risk
Mi Yucatan,94110,2017-07-25,7,25,85.0,Low Risk
Buckhorn Grill,94105,2018-03-09,3,9,72.0,Moderate Risk
Keiko a Nob Hill,94109,2018-09-07,9,7,98.0,Low Risk
Rico Pan Bakery,94110,2017-11-16,11,16,94.0,Low Risk
NEW STAR MARKET,94103,2017-09-05,9,5,94.0,Low Risk
Buffalo Kitchen,94134,2019-04-17,4,17,75.0,Moderate Risk
Heritage,94118,2019-07-30,7,30,90.0,Low Risk
Chaat Corner - Powell St.,94102,2018-05-01,5,1,88.0,Moderate Risk
Una Mas Mexican Grill,94105,2019-07-23,7,23,89.0,High Risk
AL-MASRI EGYPTIAN RESTAURANT,94121,2018-05-25,5,25,90.0,Moderate Risk
Arabi Mediterranean Cuisine,94105,2019-03-04,3,4,76.0,Low Risk
Curry Senior Center,94102,2017-02-16,2,16,96.0,Moderate Risk
JT Market,94122,2019-04-12,4,12,90.0,Moderate Risk
J J Fish & Chicken,94124,2017-01-10,1,10,85.0,Low Risk
Simco Coffee/(Espresso Cafe) Seal Location,94133,2017-11-30,11,30,91.0,High Risk
CHALOS,94116,2019-07-12,7,12,93.0,High Risk
Royal Market & Bakery,94121,2018-07-05,7,5,94.0,Low Risk
Prather Ranch Meat Co.,94111,2017-02-03,2,3,94.0,Low Risk
M & M SHORTSTOP,94134,2017-09-13,9,13,84.0,Low Risk
McDONALD'S,94110,2019-01-09,1,9,91.0,Low Risk
Boudin Petit Cafe,94102,2019-05-08,5,8,98.0,Low Risk
L'acajou Bakery and Cafe,94103,2017-01-05,1,5,76.0,Low Risk
Mission Shell,94110,2016-09-21,9,21,92.0,Low Risk
Soma Sushi,94107,2019-03-26,3,26,86.0,Low Risk
Pescatore,94133,2018-05-08,5,8,92.0,Low Risk
SOUTH BEACH YACHT CLUB,94107,2017-10-30,10,30,85.0,High Risk
Stop-N-Wrap,94112,2018-02-06,2,6,90.0,Low Risk
Cafe Encore,94109,2016-11-07,11,7,90.0,Low Risk
DECCAN HOUSE,94110,2018-08-24,8,24,75.0,Moderate Risk
The Posh Bagel,94114,2017-09-05,9,5,87.0,High Risk
AK SUBS,94103,2019-07-08,7,8,92.0,Low Risk
CAFE UNION,94123,2016-09-07,9,7,96.0,Moderate Risk
MIKI RESTAURANT,94121,2016-10-04,10,4,82.0,Low Risk
HD Rice Noodles,94122,2018-04-24,4,24,81.0,Moderate Risk
PACIFIC SUPER MARKET,94112,2016-09-27,9,27,74.0,Moderate Risk
Bashfull Bull Too,94116,2017-11-02,11,2,86.0,Low Risk
Fearless,94107,2018-02-12,2,12,94.0,Low Risk
Specialty's Cafe & Bakery,94105,2018-05-04,5,4,90.0,Low Risk
CITY CLUB,94104,2017-12-13,12,13,74.0,Moderate Risk
Super Duper Burgers,94123,2019-08-09,8,9,81.0,High Risk
Gamine,94123,2018-07-23,7,23,85.0,Low Risk
Taqueria Los Mayas,94118,2018-07-26,7,26,74.0,Moderate Risk
The Bird,94105,2019-02-25,2,25,86.0,Low Risk
GRAND 7 LIQUOR & DELI,94124,2017-05-22,5,22,81.0,Low Risk
The Supremo Pizza LLC,94103,2016-11-14,11,14,82.0,Low Risk
Ace King BBQ,94121,2019-05-01,5,1,80.0,Moderate Risk
Limoncello,94109,2018-05-07,5,7,96.0,Moderate Risk
Grubstake,94109,2017-04-10,4,10,94.0,Low Risk
"Brew Brothers Cafe, Inc.",94109,2018-10-24,10,24,88.0,Low Risk
Yucatasia Deli & Sandwich,94110,2016-10-18,10,18,79.0,Low Risk
MENKEE WONTON,94122,2018-03-06,3,6,61.0,Low Risk
Alice's Restaurant,94131,2019-06-13,6,13,60.0,High Risk
Allstars Cafe,94103,2017-09-27,9,27,77.0,Moderate Risk
TONIC,94109,2019-06-17,6,17,90.0,Moderate Risk
7 Eleven #2366-36039A,94105,2019-05-03,5,3,88.0,Low Risk
Center Cafe,94103,2017-06-21,6,21,81.0,High Risk
Pho Huynh Sang,94118,2019-06-06,6,6,77.0,Moderate Risk
First Cake,94121,2018-03-16,3,16,86.0,Moderate Risk
A. TARANTINO & SONS INC.,94124,2017-06-12,6,12,98.0,Low Risk
Indian Oven,94117,2018-10-15,10,15,86.0,Low Risk
Kama Sushi,94131,2018-06-12,6,12,92.0,Low Risk
Frisco Fried,94124,2018-08-22,8,22,86.0,Low Risk
OZ Pizza,94114,2018-04-17,4,17,80.0,Moderate Risk
CORNERSTONES ACADEMY,94134,2017-02-23,2,23,92.0,Moderate Risk
Woodhouse Fish Company,94114,2018-09-12,9,12,87.0,Low Risk
El Rincon Yucateco,94102,2019-01-09,1,9,75.0,Low Risk
Workshop Cafe,94104,2019-01-22,1,22,96.0,Low Risk
SAN FRANCISCO WINE AND CHEESE,94102,2018-08-07,8,7,98.0,Low Risk
Francisco Middle School,94133,2017-03-15,3,15,98.0,Low Risk
Grandeho's Kamekyo II,94109,2017-11-02,11,2,86.0,Moderate Risk
TON KIANG RESTAURANT #2,94121,2016-09-16,9,16,90.0,Moderate Risk
KENMORE RESIDENCE CLUB,94109,2018-06-29,6,29,76.0,Moderate Risk
New Moon Restaurant,94133,2017-12-21,12,21,83.0,Moderate Risk
BERNAL STAR,94110,2018-03-14,3,14,88.0,Low Risk
Chennai Kings,94133,2019-03-18,3,18,75.0,Moderate Risk
Ghirardelli Chocolate,94103,2018-03-02,3,2,94.0,Low Risk
City Pizza and Burger Inc.,94133,2018-02-05,2,5,86.0,Moderate Risk
John's Grill,94102,2018-04-03,4,3,90.0,Moderate Risk
Elmira Rosticceria,94102,2018-04-26,4,26,79.0,Low Risk
Little Skillet,94107,2018-04-09,4,9,87.0,Low Risk
Mister Jiu's,94108,2017-06-20,6,20,86.0,Moderate Risk
DECCAN HOUSE,94110,2018-08-24,8,24,75.0,High Risk
Mission Rock Resort,94107,2017-11-09,11,9,90.0,Moderate Risk
La Laguna,94124,2019-01-22,1,22,88.0,Low Risk
Rakiraki Ramen,94110,2019-06-24,6,24,83.0,Moderate Risk
CAFE MARS,94103,2019-01-30,1,30,90.0,Moderate Risk
Arizmendi Bakery,94110,2018-01-10,1,10,88.0,Moderate Risk
Ben Thai Cafe,94109,2017-03-31,3,31,94.0,Low Risk
Fish N Gari,94109,2017-09-12,9,12,71.0,Low Risk
Sunflower Potrero Hill,94107,2017-11-13,11,13,81.0,Moderate Risk
PPQ Vietnamese RESTAURANT,94121,2017-03-08,3,8,83.0,High Risk
Libby Jane Cafe,94102,2019-06-11,6,11,87.0,Low Risk
"Cava22, Inc",94110,2018-04-24,4,24,76.0,High Risk
Connecticut Yankee,94107,2017-10-16,10,16,94.0,Moderate Risk
"CHIEFTAIN IRISH PUB, THE",94103,2019-05-28,5,28,90.0,Low Risk
Park Plaza Fine Foods,94132,2018-06-04,6,4,86.0,Low Risk
Yummy Dumpling,94122,2018-03-28,3,28,90.0,Moderate Risk
FLOWER MARKET CAFE,94107,2019-01-10,1,10,77.0,Moderate Risk
Anton's Pizza,94103,2018-05-29,5,29,91.0,Low Risk
Mazzat,94102,2019-08-07,8,7,76.0,High Risk
Fumi Curry,94110,2019-03-20,3,20,79.0,Low Risk
Mo'z Cafe S.F. Inc,94118,2019-04-10,4,10,72.0,Moderate Risk
ITHAI,94109,2018-05-03,5,3,87.0,Low Risk
