Date,Year,Month,Day,Average Price,Total Volume,Type,Region
2017-09-03,2017,9,3,1.54,263533.0,conventional,RaleighGreensboro
2017-08-27,2017,8,27,1.47,293279.0,conventional,RaleighGreensboro
2017-08-20,2017,8,20,1.42,297725.0,conventional,RaleighGreensboro
2017-08-13,2017,8,13,1.39,275406.0,conventional,RaleighGreensboro
2017-08-06,2017,8,6,1.29,288675.0,conventional,RaleighGreensboro
2017-07-30,2017,7,30,1.31,289053.0,conventional,RaleighGreensboro
2017-07-23,2017,7,23,1.31,286761.0,conventional,RaleighGreensboro
2017-07-16,2017,7,16,1.3,270590.0,conventional,RaleighGreensboro
2017-07-09,2017,7,9,1.25,309542.0,conventional,RaleighGreensboro
2017-07-02,2017,7,2,1.22,314536.0,conventional,RaleighGreensboro
2017-06-25,2017,6,25,1.24,297427.0,conventional,RaleighGreensboro
2017-06-18,2017,6,18,1.34,263858.0,conventional,RaleighGreensboro
2017-06-11,2017,6,11,1.3,302597.0,conventional,RaleighGreensboro
2017-06-04,2017,6,4,1.43,303913.0,conventional,RaleighGreensboro
2017-05-28,2017,5,28,1.41,318497.0,conventional,RaleighGreensboro
2017-05-21,2017,5,21,1.39,312273.0,conventional,RaleighGreensboro
2017-05-14,2017,5,14,1.33,311499.0,conventional,RaleighGreensboro
2017-05-07,2017,5,7,1.33,375498.0,conventional,RaleighGreensboro
2017-04-30,2017,4,30,1.44,309257.0,conventional,RaleighGreensboro
2017-04-23,2017,4,23,1.4,305015.0,conventional,RaleighGreensboro
2017-04-16,2017,4,16,1.44,288117.0,conventional,RaleighGreensboro
2017-04-09,2017,4,9,1.45,268332.0,conventional,RaleighGreensboro
2017-04-02,2017,4,2,1.39,309926.0,conventional,RaleighGreensboro
2017-03-26,2017,3,26,1.41,296661.0,conventional,RaleighGreensboro
2017-03-19,2017,3,19,1.39,280950.0,conventional,RaleighGreensboro
2017-03-12,2017,3,12,1.42,281540.0,conventional,RaleighGreensboro
2017-03-05,2017,3,5,1.32,282098.0,conventional,RaleighGreensboro
2017-02-26,2017,2,26,1.21,329592.0,conventional,RaleighGreensboro
2017-02-19,2017,2,19,1.27,286847.0,conventional,RaleighGreensboro
2017-02-12,2017,2,12,1.18,292605.0,conventional,RaleighGreensboro
2017-02-05,2017,2,5,0.97,455798.0,conventional,RaleighGreensboro
2017-01-29,2017,1,29,1.26,296249.0,conventional,RaleighGreensboro
2017-01-22,2017,1,22,1.14,326998.0,conventional,RaleighGreensboro
2017-01-15,2017,1,15,1.27,277248.0,conventional,RaleighGreensboro
2017-01-08,2017,1,8,1.22,305194.0,conventional,RaleighGreensboro
2017-01-01,2017,1,1,1.18,283434.0,conventional,RaleighGreensboro
2017-12-31,2017,12,31,0.83,315464.0,conventional,RichmondNorfolk
2017-12-24,2017,12,24,1.19,206250.0,conventional,RichmondNorfolk
2017-12-17,2017,12,17,1.13,199747.0,conventional,RichmondNorfolk
2017-12-10,2017,12,10,1.04,253167.0,conventional,RichmondNorfolk
2017-12-03,2017,12,3,1.02,261784.0,conventional,RichmondNorfolk
2017-11-26,2017,11,26,1.24,163351.0,conventional,RichmondNorfolk
2017-11-19,2017,11,19,1.23,187293.0,conventional,RichmondNorfolk
2017-11-12,2017,11,12,1.26,200521.0,conventional,RichmondNorfolk
2017-11-05,2017,11,5,1.15,250600.0,conventional,RichmondNorfolk
2017-10-29,2017,10,29,1.33,217679.0,conventional,RichmondNorfolk
2017-10-22,2017,10,22,1.39,206045.0,conventional,RichmondNorfolk
2017-10-15,2017,10,15,1.46,211343.0,conventional,RichmondNorfolk
2017-10-08,2017,10,8,1.62,159118.0,conventional,RichmondNorfolk
2017-10-01,2017,10,1,1.54,205643.0,conventional,RichmondNorfolk
2017-09-24,2017,9,24,1.47,206720.0,conventional,RichmondNorfolk
2017-09-17,2017,9,17,1.44,200633.0,conventional,RichmondNorfolk
2017-09-10,2017,9,10,1.47,192455.0,conventional,RichmondNorfolk
2017-09-03,2017,9,3,1.44,208007.0,conventional,RichmondNorfolk
2017-08-27,2017,8,27,1.38,215395.0,conventional,RichmondNorfolk
2017-08-20,2017,8,20,1.33,224103.0,conventional,RichmondNorfolk
2017-08-13,2017,8,13,1.35,214146.0,conventional,RichmondNorfolk
2017-08-06,2017,8,6,1.26,234102.0,conventional,RichmondNorfolk
2017-07-30,2017,7,30,1.26,229911.0,conventional,RichmondNorfolk
2017-07-23,2017,7,23,1.13,266821.0,conventional,RichmondNorfolk
2017-07-16,2017,7,16,1.17,267807.0,conventional,RichmondNorfolk
2017-07-09,2017,7,9,1.19,257780.0,conventional,RichmondNorfolk
2017-07-02,2017,7,2,1.21,257162.0,conventional,RichmondNorfolk
2017-06-25,2017,6,25,1.21,251831.0,conventional,RichmondNorfolk
2017-06-18,2017,6,18,1.28,245565.0,conventional,RichmondNorfolk
2017-06-11,2017,6,11,1.31,248634.0,conventional,RichmondNorfolk
2017-06-04,2017,6,4,1.38,261052.0,conventional,RichmondNorfolk
2017-05-28,2017,5,28,1.25,288113.0,conventional,RichmondNorfolk
2017-05-21,2017,5,21,1.17,271051.0,conventional,RichmondNorfolk
2017-05-14,2017,5,14,1.13,257010.0,conventional,RichmondNorfolk
2017-05-07,2017,5,7,1.12,365532.0,conventional,RichmondNorfolk
2017-04-30,2017,4,30,1.18,285129.0,conventional,RichmondNorfolk
2017-04-23,2017,4,23,1.25,262772.0,conventional,RichmondNorfolk
2017-04-16,2017,4,16,1.28,251124.0,conventional,RichmondNorfolk
2017-04-09,2017,4,9,1.22,260512.0,conventional,RichmondNorfolk
2017-04-02,2017,4,2,1.19,288015.0,conventional,RichmondNorfolk
2017-03-26,2017,3,26,1.26,258326.0,conventional,RichmondNorfolk
2017-03-19,2017,3,19,1.29,250472.0,conventional,RichmondNorfolk
2017-03-12,2017,3,12,1.35,254378.0,conventional,RichmondNorfolk
2017-03-05,2017,3,5,1.31,230404.0,conventional,RichmondNorfolk
2017-02-26,2017,2,26,1.13,281322.0,conventional,RichmondNorfolk
2017-02-19,2017,2,19,1.18,241012.0,conventional,RichmondNorfolk
2017-02-12,2017,2,12,1.13,255531.0,conventional,RichmondNorfolk
2017-02-05,2017,2,5,1.0,379604.0,conventional,RichmondNorfolk
2017-01-29,2017,1,29,1.18,259671.0,conventional,RichmondNorfolk
2017-01-22,2017,1,22,1.13,286641.0,conventional,RichmondNorfolk
2017-01-15,2017,1,15,1.15,261313.0,conventional,RichmondNorfolk
2017-01-08,2017,1,8,1.18,275129.0,conventional,RichmondNorfolk
2017-01-01,2017,1,1,1.11,240753.0,conventional,RichmondNorfolk
2017-12-31,2017,12,31,0.81,194628.0,conventional,Roanoke
2017-12-24,2017,12,24,1.09,137680.0,conventional,Roanoke
2017-12-17,2017,12,17,1.08,124002.0,conventional,Roanoke
2017-12-10,2017,12,10,1.05,137961.0,conventional,Roanoke
2017-12-03,2017,12,3,0.99,166540.0,conventional,Roanoke
2017-11-26,2017,11,26,1.16,92146.0,conventional,Roanoke
2017-11-19,2017,11,19,1.09,112603.0,conventional,Roanoke
2017-11-12,2017,11,12,1.19,126496.0,conventional,Roanoke
2017-11-05,2017,11,5,1.08,176421.0,conventional,Roanoke
2017-10-29,2017,10,29,1.3,143343.0,conventional,Roanoke
2017-10-22,2017,10,22,1.42,115433.0,conventional,Roanoke
2017-10-15,2017,10,15,1.49,114827.0,conventional,Roanoke
2017-10-08,2017,10,8,1.66,87279.0,conventional,Roanoke
2017-10-01,2017,10,1,1.59,112518.0,conventional,Roanoke
2017-09-24,2017,9,24,1.51,118081.0,conventional,Roanoke
2017-09-17,2017,9,17,1.5,113232.0,conventional,Roanoke
2017-09-10,2017,9,10,1.53,110081.0,conventional,Roanoke
2017-09-03,2017,9,3,1.45,115506.0,conventional,Roanoke
2017-08-27,2017,8,27,1.43,126647.0,conventional,Roanoke
2017-08-20,2017,8,20,1.41,123267.0,conventional,Roanoke
2017-08-13,2017,8,13,1.38,109713.0,conventional,Roanoke
2017-08-06,2017,8,6,1.29,124120.0,conventional,Roanoke
2017-07-30,2017,7,30,1.29,123477.0,conventional,Roanoke
2017-07-23,2017,7,23,1.17,141148.0,conventional,Roanoke
2017-07-16,2017,7,16,1.16,159920.0,conventional,Roanoke
2017-07-09,2017,7,9,1.11,157798.0,conventional,Roanoke
2017-07-02,2017,7,2,1.13,156098.0,conventional,Roanoke
2017-06-25,2017,6,25,1.15,146132.0,conventional,Roanoke
2017-06-18,2017,6,18,1.16,152802.0,conventional,Roanoke
2017-06-11,2017,6,11,1.16,155041.0,conventional,Roanoke
2017-06-04,2017,6,4,1.23,151098.0,conventional,Roanoke
2017-05-28,2017,5,28,1.15,165711.0,conventional,Roanoke
2017-05-21,2017,5,21,1.01,172518.0,conventional,Roanoke
2017-05-14,2017,5,14,0.99,164929.0,conventional,Roanoke
2017-05-07,2017,5,7,1.02,221290.0,conventional,Roanoke
2017-04-30,2017,4,30,1.22,162421.0,conventional,Roanoke
2017-04-23,2017,4,23,1.24,146325.0,conventional,Roanoke
2017-04-16,2017,4,16,1.2,158524.0,conventional,Roanoke
2017-04-09,2017,4,9,1.26,145899.0,conventional,Roanoke
2017-04-02,2017,4,2,1.15,169375.0,conventional,Roanoke
2017-03-26,2017,3,26,1.21,146817.0,conventional,Roanoke
2017-03-19,2017,3,19,1.23,141618.0,conventional,Roanoke
2017-03-12,2017,3,12,1.26,143645.0,conventional,Roanoke
2017-03-05,2017,3,5,1.15,149238.0,conventional,Roanoke
2017-02-26,2017,2,26,1.13,153568.0,conventional,Roanoke
2017-02-19,2017,2,19,1.12,141559.0,conventional,Roanoke
2017-02-12,2017,2,12,1.03,159133.0,conventional,Roanoke
2017-02-05,2017,2,5,0.97,212144.0,conventional,Roanoke
2017-01-29,2017,1,29,1.13,143828.0,conventional,Roanoke
2017-01-22,2017,1,22,1.04,163499.0,conventional,Roanoke
2017-01-15,2017,1,15,1.06,158063.0,conventional,Roanoke
2017-01-08,2017,1,8,1.13,146072.0,conventional,Roanoke
2017-01-01,2017,1,1,0.97,142348.0,conventional,Roanoke
2017-12-31,2017,12,31,1.03,578374.0,conventional,Sacramento
2017-12-24,2017,12,24,1.14,469533.0,conventional,Sacramento
2017-12-17,2017,12,17,1.2,404548.0,conventional,Sacramento
2017-12-10,2017,12,10,1.07,474539.0,conventional,Sacramento
2017-12-03,2017,12,3,1.17,427791.0,conventional,Sacramento
2017-11-26,2017,11,26,1.45,304942.0,conventional,Sacramento
2017-11-19,2017,11,19,1.45,331472.0,conventional,Sacramento
2017-11-12,2017,11,12,1.23,442150.0,conventional,Sacramento
2017-11-05,2017,11,5,1.36,407622.0,conventional,Sacramento
2017-10-29,2017,10,29,1.45,374808.0,conventional,Sacramento
2017-10-22,2017,10,22,1.58,337225.0,conventional,Sacramento
2017-10-15,2017,10,15,1.68,342219.0,conventional,Sacramento
2017-10-08,2017,10,8,1.66,348907.0,conventional,Sacramento
2017-10-01,2017,10,1,1.74,318071.0,conventional,Sacramento
2017-09-24,2017,9,24,1.7,314818.0,conventional,Sacramento
2017-09-17,2017,9,17,1.61,354589.0,conventional,Sacramento
2017-09-10,2017,9,10,1.63,361079.0,conventional,Sacramento
2017-09-03,2017,9,3,1.79,358169.0,conventional,Sacramento
2017-08-27,2017,8,27,1.87,341841.0,conventional,Sacramento
2017-08-20,2017,8,20,1.82,331372.0,conventional,Sacramento
2017-08-13,2017,8,13,1.44,455886.0,conventional,Sacramento
2017-08-06,2017,8,6,1.46,471016.0,conventional,Sacramento
2017-07-30,2017,7,30,1.41,503413.0,conventional,Sacramento
2017-07-23,2017,7,23,1.46,444231.0,conventional,Sacramento
2017-07-16,2017,7,16,1.58,461109.0,conventional,Sacramento
2017-07-09,2017,7,9,1.44,505422.0,conventional,Sacramento
2017-07-02,2017,7,2,1.55,509256.0,conventional,Sacramento
2017-06-25,2017,6,25,1.5,492249.0,conventional,Sacramento
2017-06-18,2017,6,18,1.59,448931.0,conventional,Sacramento
2017-06-11,2017,6,11,1.55,440572.0,conventional,Sacramento
2017-06-04,2017,6,4,1.61,428553.0,conventional,Sacramento
2017-05-28,2017,5,28,1.55,481636.0,conventional,Sacramento
2017-05-21,2017,5,21,1.64,403960.0,conventional,Sacramento
2017-05-14,2017,5,14,1.56,410450.0,conventional,Sacramento
2017-05-07,2017,5,7,1.4,560447.0,conventional,Sacramento
2017-04-30,2017,4,30,1.62,391714.0,conventional,Sacramento
2017-04-23,2017,4,23,1.6,370499.0,conventional,Sacramento
2017-04-16,2017,4,16,1.58,370817.0,conventional,Sacramento
2017-04-09,2017,4,9,1.36,431593.0,conventional,Sacramento
2017-04-02,2017,4,2,1.58,385735.0,conventional,Sacramento
2017-03-26,2017,3,26,1.57,375226.0,conventional,Sacramento
2017-03-19,2017,3,19,1.59,372216.0,conventional,Sacramento
2017-03-12,2017,3,12,1.61,354783.0,conventional,Sacramento
2017-03-05,2017,3,5,1.32,431349.0,conventional,Sacramento
2017-02-26,2017,2,26,1.08,499261.0,conventional,Sacramento
2017-02-19,2017,2,19,1.2,431830.0,conventional,Sacramento
2017-02-12,2017,2,12,1.08,423595.0,conventional,Sacramento
2017-02-05,2017,2,5,0.98,808809.0,conventional,Sacramento
2017-01-29,2017,1,29,1.08,513293.0,conventional,Sacramento
2017-01-22,2017,1,22,0.98,532733.0,conventional,Sacramento
2017-01-15,2017,1,15,1.2,469432.0,conventional,Sacramento
2017-01-08,2017,1,8,1.15,506805.0,conventional,Sacramento
2017-01-01,2017,1,1,0.98,526766.0,conventional,Sacramento
2017-12-31,2017,12,31,0.98,619700.0,conventional,SanDiego
2017-12-24,2017,12,24,1.17,397332.0,conventional,SanDiego
2017-12-17,2017,12,17,0.73,719091.0,conventional,SanDiego
2017-12-10,2017,12,10,1.13,442148.0,conventional,SanDiego
2017-12-03,2017,12,3,1.08,479566.0,conventional,SanDiego
2017-11-26,2017,11,26,1.24,384465.0,conventional,SanDiego
2017-11-19,2017,11,19,1.25,409476.0,conventional,SanDiego
2017-11-12,2017,11,12,1.16,433591.0,conventional,SanDiego
2017-11-05,2017,11,5,1.04,493426.0,conventional,SanDiego
2017-10-29,2017,10,29,1.0,593935.0,conventional,SanDiego
2017-10-22,2017,10,22,1.57,343882.0,conventional,SanDiego
2017-10-15,2017,10,15,1.67,322916.0,conventional,SanDiego
2017-10-08,2017,10,8,1.83,314829.0,conventional,SanDiego
2017-10-01,2017,10,1,1.78,321741.0,conventional,SanDiego
2017-09-24,2017,9,24,1.74,330960.0,conventional,SanDiego
2017-09-17,2017,9,17,1.71,341163.0,conventional,SanDiego
2017-09-10,2017,9,10,1.71,351223.0,conventional,SanDiego
2017-09-03,2017,9,3,1.52,402400.0,conventional,SanDiego
2017-08-27,2017,8,27,1.79,356448.0,conventional,SanDiego
2017-08-20,2017,8,20,1.65,379036.0,conventional,SanDiego
2017-08-13,2017,8,13,1.24,499111.0,conventional,SanDiego
2017-08-06,2017,8,6,1.34,476536.0,conventional,SanDiego
2017-07-30,2017,7,30,1.48,444014.0,conventional,SanDiego
2017-07-23,2017,7,23,1.46,455370.0,conventional,SanDiego
2017-07-16,2017,7,16,1.48,449544.0,conventional,SanDiego
2017-07-09,2017,7,9,1.21,575413.0,conventional,SanDiego
2017-07-02,2017,7,2,1.23,584481.0,conventional,SanDiego
2017-06-25,2017,6,25,1.05,586242.0,conventional,SanDiego
2017-06-18,2017,6,18,1.1,591732.0,conventional,SanDiego
2017-06-11,2017,6,11,1.17,522813.0,conventional,SanDiego
2017-06-04,2017,6,4,1.13,559985.0,conventional,SanDiego
2017-05-28,2017,5,28,1.27,532494.0,conventional,SanDiego
2017-05-21,2017,5,21,1.27,481522.0,conventional,SanDiego
2017-05-14,2017,5,14,1.08,556947.0,conventional,SanDiego
2017-05-07,2017,5,7,1.05,613047.0,conventional,SanDiego
2017-04-30,2017,4,30,1.18,498382.0,conventional,SanDiego
2017-04-23,2017,4,23,1.18,500368.0,conventional,SanDiego
2017-04-16,2017,4,16,1.29,465625.0,conventional,SanDiego
2017-04-09,2017,4,9,1.22,461063.0,conventional,SanDiego
2017-04-02,2017,4,2,1.22,455329.0,conventional,SanDiego
2017-03-26,2017,3,26,1.28,430468.0,conventional,SanDiego
2017-03-19,2017,3,19,1.25,460356.0,conventional,SanDiego
2017-03-12,2017,3,12,1.24,445311.0,conventional,SanDiego
2017-03-05,2017,3,5,1.04,517701.0,conventional,SanDiego
2017-02-26,2017,2,26,0.88,572076.0,conventional,SanDiego
2017-02-19,2017,2,19,0.97,497334.0,conventional,SanDiego
2017-02-12,2017,2,12,0.7,645131.0,conventional,SanDiego
2017-02-05,2017,2,5,0.63,892741.0,conventional,SanDiego
2017-01-29,2017,1,29,0.65,776310.0,conventional,SanDiego
2017-01-22,2017,1,22,0.74,695873.0,conventional,SanDiego
2017-01-15,2017,1,15,0.87,580191.0,conventional,SanDiego
2017-01-08,2017,1,8,0.96,582835.0,conventional,SanDiego
2017-01-01,2017,1,1,0.93,560310.0,conventional,SanDiego
2017-12-31,2017,12,31,0.92,1174819.0,conventional,SanFrancisco
2017-12-24,2017,12,24,1.15,860923.0,conventional,SanFrancisco
2017-12-17,2017,12,17,1.4,674625.0,conventional,SanFrancisco
2017-12-10,2017,12,10,1.05,992871.0,conventional,SanFrancisco
2017-12-03,2017,12,3,1.28,798853.0,conventional,SanFrancisco
2017-11-26,2017,11,26,1.52,630939.0,conventional,SanFrancisco
2017-11-19,2017,11,19,1.48,657693.0,conventional,SanFrancisco
2017-11-12,2017,11,12,1.27,875104.0,conventional,SanFrancisco
2017-11-05,2017,11,5,1.41,787626.0,conventional,SanFrancisco
2017-10-29,2017,10,29,1.56,716567.0,conventional,SanFrancisco
2017-10-22,2017,10,22,1.57,768374.0,conventional,SanFrancisco
2017-10-15,2017,10,15,1.76,671239.0,conventional,SanFrancisco
2017-10-08,2017,10,8,1.65,780710.0,conventional,SanFrancisco
2017-10-01,2017,10,1,1.79,660452.0,conventional,SanFrancisco
2017-09-24,2017,9,24,1.76,653751.0,conventional,SanFrancisco
2017-09-17,2017,9,17,1.81,648319.0,conventional,SanFrancisco
2017-09-10,2017,9,10,1.71,688636.0,conventional,SanFrancisco
2017-09-03,2017,9,3,1.78,667860.0,conventional,SanFrancisco
2017-08-27,2017,8,27,2.09,600153.0,conventional,SanFrancisco
2017-08-20,2017,8,20,2.07,561542.0,conventional,SanFrancisco
2017-08-13,2017,8,13,1.29,821396.0,conventional,SanFrancisco
2017-08-06,2017,8,6,1.62,723558.0,conventional,SanFrancisco
2017-07-30,2017,7,30,1.3,897444.0,conventional,SanFrancisco
2017-07-23,2017,7,23,1.66,675184.0,conventional,SanFrancisco
2017-07-16,2017,7,16,1.74,732329.0,conventional,SanFrancisco
2017-07-09,2017,7,9,1.69,715078.0,conventional,SanFrancisco
2017-07-02,2017,7,2,1.7,700809.0,conventional,SanFrancisco
2017-06-25,2017,6,25,1.53,874938.0,conventional,SanFrancisco
2017-06-18,2017,6,18,1.77,660386.0,conventional,SanFrancisco
2017-06-11,2017,6,11,1.8,608605.0,conventional,SanFrancisco
2017-06-04,2017,6,4,1.83,650426.0,conventional,SanFrancisco
2017-05-28,2017,5,28,1.78,664076.0,conventional,SanFrancisco
2017-05-21,2017,5,21,1.86,652302.0,conventional,SanFrancisco
2017-05-14,2017,5,14,1.77,652376.0,conventional,SanFrancisco
2017-05-07,2017,5,7,1.42,956830.0,conventional,SanFrancisco
2017-04-30,2017,4,30,1.93,612104.0,conventional,SanFrancisco
2017-04-23,2017,4,23,1.83,613564.0,conventional,SanFrancisco
2017-04-16,2017,4,16,1.69,670281.0,conventional,SanFrancisco
2017-04-09,2017,4,9,1.22,961955.0,conventional,SanFrancisco
2017-04-02,2017,4,2,1.79,632538.0,conventional,SanFrancisco
2017-03-26,2017,3,26,1.79,617982.0,conventional,SanFrancisco
2017-03-19,2017,3,19,1.79,639051.0,conventional,SanFrancisco
2017-03-12,2017,3,12,1.8,620908.0,conventional,SanFrancisco
2017-03-05,2017,3,5,1.59,672243.0,conventional,SanFrancisco
2017-02-26,2017,2,26,1.18,891689.0,conventional,SanFrancisco
2017-02-19,2017,2,19,1.17,863689.0,conventional,SanFrancisco
2017-02-12,2017,2,12,1.14,765983.0,conventional,SanFrancisco
2017-02-05,2017,2,5,0.84,1557975.0,conventional,SanFrancisco
2017-01-29,2017,1,29,1.13,909651.0,conventional,SanFrancisco
2017-01-22,2017,1,22,0.94,1089513.0,conventional,SanFrancisco
2017-01-15,2017,1,15,1.23,848267.0,conventional,SanFrancisco
2017-01-08,2017,1,8,1.22,953770.0,conventional,SanFrancisco
2017-01-01,2017,1,1,0.95,1047175.0,conventional,SanFrancisco
2017-12-31,2017,12,31,1.1,559150.0,conventional,Seattle
2017-12-24,2017,12,24,1.46,394845.0,conventional,Seattle
2017-12-17,2017,12,17,1.49,361827.0,conventional,Seattle
2017-12-10,2017,12,10,1.39,389912.0,conventional,Seattle
2017-12-03,2017,12,3,1.26,500180.0,conventional,Seattle
2017-11-26,2017,11,26,1.61,322421.0,conventional,Seattle
2017-11-19,2017,11,19,1.62,347463.0,conventional,Seattle
2017-11-12,2017,11,12,1.34,498620.0,conventional,Seattle
2017-11-05,2017,11,5,1.37,503545.0,conventional,Seattle
2017-10-29,2017,10,29,1.53,452358.0,conventional,Seattle
2017-10-22,2017,10,22,1.48,468704.0,conventional,Seattle
2017-10-15,2017,10,15,1.74,411344.0,conventional,Seattle
2017-10-08,2017,10,8,2.02,358446.0,conventional,Seattle
2017-10-01,2017,10,1,2.01,363942.0,conventional,Seattle
2017-09-24,2017,9,24,1.99,367469.0,conventional,Seattle
2017-09-17,2017,9,17,1.88,431277.0,conventional,Seattle
2017-09-10,2017,9,10,2.07,388099.0,conventional,Seattle
2017-09-03,2017,9,3,1.94,409075.0,conventional,Seattle
2017-08-27,2017,8,27,1.54,562333.0,conventional,Seattle
2017-08-20,2017,8,20,1.67,496898.0,conventional,Seattle
2017-08-13,2017,8,13,1.81,438236.0,conventional,Seattle
2017-08-06,2017,8,6,1.73,493704.0,conventional,Seattle
2017-07-30,2017,7,30,1.72,470813.0,conventional,Seattle
2017-07-23,2017,7,23,1.54,509159.0,conventional,Seattle
2017-07-16,2017,7,16,1.68,473362.0,conventional,Seattle
2017-07-09,2017,7,9,1.0,905064.0,conventional,Seattle
2017-07-02,2017,7,2,1.21,682921.0,conventional,Seattle
2017-06-25,2017,6,25,1.17,680061.0,conventional,Seattle
2017-06-18,2017,6,18,1.16,696101.0,conventional,Seattle
2017-06-11,2017,6,11,1.21,664561.0,conventional,Seattle
2017-06-04,2017,6,4,1.21,681110.0,conventional,Seattle
2017-05-28,2017,5,28,1.19,729001.0,conventional,Seattle
2017-05-21,2017,5,21,1.25,628076.0,conventional,Seattle
2017-05-14,2017,5,14,1.09,760303.0,conventional,Seattle
2017-05-07,2017,5,7,1.0,962478.0,conventional,Seattle
2017-04-30,2017,4,30,0.92,906413.0,conventional,Seattle
2017-04-23,2017,4,23,1.11,653101.0,conventional,Seattle
2017-04-16,2017,4,16,1.09,682387.0,conventional,Seattle
2017-04-09,2017,4,9,0.96,838359.0,conventional,Seattle
2017-04-02,2017,4,2,1.18,618378.0,conventional,Seattle
2017-03-26,2017,3,26,1.16,608173.0,conventional,Seattle
2017-03-19,2017,3,19,1.14,600698.0,conventional,Seattle
2017-03-12,2017,3,12,0.91,846865.0,conventional,Seattle
2017-03-05,2017,3,5,0.94,803074.0,conventional,Seattle
2017-02-26,2017,2,26,0.8,823735.0,conventional,Seattle
2017-02-19,2017,2,19,0.87,758887.0,conventional,Seattle
2017-02-12,2017,2,12,0.77,750096.0,conventional,Seattle
2017-02-05,2017,2,5,0.76,1093144.0,conventional,Seattle
2017-01-29,2017,1,29,0.86,838931.0,conventional,Seattle
2017-01-22,2017,1,22,0.85,865894.0,conventional,Seattle
2017-01-15,2017,1,15,0.93,755537.0,conventional,Seattle
2017-01-08,2017,1,8,0.8,938062.0,conventional,Seattle
2017-01-01,2017,1,1,0.84,822000.0,conventional,Seattle
2017-12-31,2017,12,31,0.99,460717.0,conventional,SouthCarolina
2017-12-24,2017,12,24,1.22,294203.0,conventional,SouthCarolina
2017-12-17,2017,12,17,1.04,348368.0,conventional,SouthCarolina
2017-12-10,2017,12,10,1.02,382564.0,conventional,SouthCarolina
2017-12-03,2017,12,3,1.12,349900.0,conventional,SouthCarolina
2017-11-26,2017,11,26,1.25,269322.0,conventional,SouthCarolina
2017-11-19,2017,11,19,1.23,295766.0,conventional,SouthCarolina
2017-11-12,2017,11,12,1.23,340345.0,conventional,SouthCarolina
2017-11-05,2017,11,5,1.28,308280.0,conventional,SouthCarolina
2017-10-29,2017,10,29,1.32,310344.0,conventional,SouthCarolina
2017-10-22,2017,10,22,1.57,275351.0,conventional,SouthCarolina
2017-10-15,2017,10,15,1.69,275807.0,conventional,SouthCarolina
2017-10-08,2017,10,8,1.56,316112.0,conventional,SouthCarolina
2017-10-01,2017,10,1,1.64,296183.0,conventional,SouthCarolina
2017-09-24,2017,9,24,1.57,300285.0,conventional,SouthCarolina
2017-09-17,2017,9,17,1.46,311278.0,conventional,SouthCarolina
2017-09-10,2017,9,10,1.42,286147.0,conventional,SouthCarolina
2017-09-03,2017,9,3,1.44,328515.0,conventional,SouthCarolina
2017-08-27,2017,8,27,1.41,333690.0,conventional,SouthCarolina
2017-08-20,2017,8,20,1.4,348844.0,conventional,SouthCarolina
2017-08-13,2017,8,13,1.36,370979.0,conventional,SouthCarolina
2017-08-06,2017,8,6,1.37,336238.0,conventional,SouthCarolina
2017-07-30,2017,7,30,1.3,359544.0,conventional,SouthCarolina
2017-07-23,2017,7,23,1.3,382712.0,conventional,SouthCarolina
2017-07-16,2017,7,16,1.28,385645.0,conventional,SouthCarolina
2017-07-09,2017,7,9,1.24,380518.0,conventional,SouthCarolina
2017-07-02,2017,7,2,1.28,413263.0,conventional,SouthCarolina
2017-06-25,2017,6,25,1.17,406521.0,conventional,SouthCarolina
2017-06-18,2017,6,18,1.3,356094.0,conventional,SouthCarolina
2017-06-11,2017,6,11,1.3,404634.0,conventional,SouthCarolina
2017-06-04,2017,6,4,1.33,423186.0,conventional,SouthCarolina
2017-05-28,2017,5,28,1.41,393303.0,conventional,SouthCarolina
2017-05-21,2017,5,21,1.38,363333.0,conventional,SouthCarolina
2017-05-14,2017,5,14,1.34,367894.0,conventional,SouthCarolina
2017-05-07,2017,5,7,1.19,531412.0,conventional,SouthCarolina
2017-04-30,2017,4,30,1.34,429088.0,conventional,SouthCarolina
2017-04-23,2017,4,23,1.36,374055.0,conventional,SouthCarolina
2017-04-16,2017,4,16,1.37,368845.0,conventional,SouthCarolina
2017-04-09,2017,4,9,1.38,345870.0,conventional,SouthCarolina
2017-04-02,2017,4,2,1.38,366511.0,conventional,SouthCarolina
2017-03-26,2017,3,26,1.41,343469.0,conventional,SouthCarolina
2017-03-19,2017,3,19,1.37,332804.0,conventional,SouthCarolina
2017-03-12,2017,3,12,1.4,325835.0,conventional,SouthCarolina
2017-03-05,2017,3,5,1.31,326143.0,conventional,SouthCarolina
2017-02-26,2017,2,26,1.06,404209.0,conventional,SouthCarolina
2017-02-19,2017,2,19,1.14,331447.0,conventional,SouthCarolina
2017-02-12,2017,2,12,0.99,395220.0,conventional,SouthCarolina
2017-02-05,2017,2,5,0.81,706098.0,conventional,SouthCarolina
2017-01-29,2017,1,29,1.11,395411.0,conventional,SouthCarolina
2017-01-22,2017,1,22,1.0,451739.0,conventional,SouthCarolina
2017-01-15,2017,1,15,1.14,369916.0,conventional,SouthCarolina
2017-01-08,2017,1,8,1.15,352660.0,conventional,SouthCarolina
2017-01-01,2017,1,1,1.0,402163.0,conventional,SouthCarolina
